page_number,kanji,meaning,on_yomi,kun_yomi,on_yomi_words,kun_yomi_words,explanation,jlpt_level
49,外,바깥 외,"ゲ, ガイ","はず, す, ほか, そと, れる","[{'kanji': '外国', 'reading': 'がいこく'}, {'kanji': '海外', 'reading': 'かいがい'}, {'kanji': '外科', 'reading': 'げか'}]",[],"外 = 夕 + 卜。 夕(""저녁 석"")은 ""저녁""을 뜻하는 상용한자입니다. 「卜」는 ""점, 점괘""를 뜻하는 부수입니다(링크 참조). 外는 ""저녁(夕)에 치는 점(卜)""이라는 뜻입니다. 고대 중국에서는 낮에 점을 치는 것이 관례였다고 합니다. 저녁에 점을 치는 것은 예외적인 경우에 한해서 가능한 일이었습니다. 外는 ""저녁에 치는 점"" -> ""예외"" -> ""바깥""이라는 뜻의 글자입니다.",N5
50,言,말씀 언,"ゲン, ゴン","う, こと, い","[{'kanji': '言', 'reading': 'げん'}, {'kanji': '語', 'reading': 'ご'}, {'kanji': '宣言', 'reading': 'せんげん'}, {'kanji': '発言', 'reading': 'はつげん'}, {'kanji': '伝言', 'reading': 'でんごん'}, {'kanji': '無', 'reading': 'む'}, {'kanji': '言', 'reading': 'ごん'}, {'kanji': '遺言', 'reading': 'ゆいごん'}]",[],"言 = ニ + ニ + 口。 ニ+ニ는 여기서는 ""소리(음파)""를 표현한 모양자입니다. 口(""입 구"")는 ""입""을 뜻하는 상용한자입니다. 言는 ""입(口)에서 퍼져나가는 소리(ニ+ニ)""-> ""말하다""라는 뜻의 글자입니다.",N5
51,八,여덟 팔,ハチ,"やっ, よう, や, つ","[{'kanji': '八月', 'reading': 'はちがつ'}]","[{'kanji': '八重', 'reading': 'やえ'}, {'kanji': '桜', 'reading': 'ざくら'}, {'kanji': '八', 'reading': 'や'}, {'kanji': '当', 'reading': 'あ'}, {'kanji': '八', 'reading': 'やっ'}, {'kanji': '八', 'reading': 'よう'}, {'kanji': '日', 'reading': 'か'}]","八는 본래 ""사물이 반으로 쪼개진 모습""을 그린 글자입니다. 그러나 이후 발음이 비슷하다는 이유로 ""8""이라는 뜻으로 쓰이게 된 것입니다. 즉, 八의 모양과 의미 사이에는 아무런 관계도 없습니다.",N5
52,六,여섯 육,ロク,"む, むい, むっ, つ","[{'kanji': '六月', 'reading': 'ろくがつ'}]","[{'kanji': '六', 'reading': 'む'}, {'kanji': '切', 'reading': 'ぎ'}, {'kanji': '六', 'reading': 'むっ'}, {'kanji': '六', 'reading': 'むい'}, {'kanji': '日', 'reading': 'か'}]","六의 기원에 대해서는 명확히 알려진 바가 없습니다. 숫자를 나타내는 한자 대부분이 그렇듯, 六 또한 한자의 모양과 의미 사이에는 아무런 관계도 없는 글자입니다.",N5
53,下,아래 하,"ゲ, カ","る, さ, す, もと, しも, くだ, ろす, さる, げる, がる, お, した, りる","[{'kanji': '地下', 'reading': 'ちか'}, {'kanji': '鉄', 'reading': 'てつ'}, {'kanji': '以下', 'reading': 'いか'}, {'kanji': '下', 'reading': 'げ'}, {'kanji': '水', 'reading': 'すい'}, {'kanji': '下', 'reading': 'げ'}, {'kanji': '車', 'reading': 'しゃ'}]","[{'kanji': '下', 'reading': 'した'}, {'kanji': '部屋', 'reading': 'へや'}, {'kanji': '川下', 'reading': 'かわしも'}, {'kanji': '白日', 'reading': 'はくじつ'}, {'kanji': '下', 'reading': 'もと'}, {'kanji': '晒', 'reading': 'さら'}]","下는 ""손가락으로 아래쪽을 가리키고 있는 모습""을 표현한 지사문자입니다.",N5
54,来,올 래,ライ,"す, る, く, きた","[{'kanji': '未', 'reading': 'み'}, {'kanji': '来', 'reading': 'らい'}, {'kanji': '来年', 'reading': 'らいねん'}, {'kanji': '来月', 'reading': 'らいげつ'}]",[],"来는 ""동물의 발자국""을 본따 그린 상형문자입니다. ""들짐승이 다가오다"" -> ""오다""라는 의미입니다.",N5
55,気,기운 기,"ケ, キ",,"[{'kanji': '天', 'reading': 'てん'}, {'kanji': '気', 'reading': 'き'}, {'kanji': '人', 'reading': 'にん'}, {'kanji': '気', 'reading': 'き'}, {'kanji': '空', 'reading': 'くう'}, {'kanji': '気', 'reading': 'き'}, {'kanji': '気', 'reading': 'け'}, {'kanji': '配', 'reading': 'はい'}, {'kanji': '湿', 'reading': 'しっ'}, {'kanji': '気', 'reading': 'け'}]",[],"気 = 气 + 㐅。 气는 ""하늘의 구름이 흘러가는 모습""을 그린 모양자입니다. 㐅는 여기서는 단순히 장식으로 더해진 것입니다. 気는 ""구름이 흘러가다(气)"" -> ""기운이 흐르다"" -> ""기운, 기""라는 뜻의 글자입니다.",N5
56,小,작을 소,ショウ,"ちい, こ, お, さい","[{'kanji': '小', 'reading': 'しょう'}, {'kanji': '説', 'reading': 'せつ'}, {'kanji': '小', 'reading': 'しょう'}, {'kanji': '学生', 'reading': 'がくせい'}]",[],"小는 ""작은 물방울 세 개가 튀는 모습""을 그린 상형문자입니다. ""작은 물방울 파편들"" -> ""작다""라는 의미입니다.",N5
57,七,일곱 칠,シチ,"なの, なな, つ","[{'kanji': '七月', 'reading': 'しちがつ'}]","[{'kanji': '七色', 'reading': 'なないろ'}, {'kanji': '七', 'reading': 'なな'}, {'kanji': '七', 'reading': 'なの'}, {'kanji': '日', 'reading': 'か'}, {'kanji': '七夕', 'reading': 'たなばた'}]","七는 본래 ""칼로 무언가를 내리치는 모습""을 그린 상형문자입니다. 그러나 이후 발음이 같다는 이유로 ""7""이라는 뜻으로 쓰이게 된 것입니다. 즉, 七의 모양과 의미 사이에는 아무런 관계도 없습니다.",N5
58,山,메 산,サン,やま,"[{'kanji': '山林', 'reading': 'さんりん'}, {'kanji': '高山', 'reading': 'こうざん'}]","[{'kanji': '山', 'reading': 'やま'}, {'kanji': '山登', 'reading': 'やまのぼ'}]","山는 ""산""의 모습을 본따 그린 상형문자입니다.",N5
59,話,말씀 화,ワ,"す, はなし, はな","[{'kanji': '会', 'reading': 'かい'}, {'kanji': '話', 'reading': 'わ'}, {'kanji': '話', 'reading': 'わ'}, {'kanji': '題', 'reading': 'だい'}]",[],"話 = 言 + 舌。 「言」는 ""말하다""라는 뜻입니다. 「舌」는 ""혀""를 뜻하는 부수입니다(링크 참조). 話는 ""혀(舌)를 움직이며 말하다(言)"" -> ""이야기, 대화""라는 뜻의 글자입니다.",N5
60,多,많을 다,タ,"おお, い","[{'kanji': '多', 'reading': 'た'}, {'kanji': '数', 'reading': 'すう'}, {'kanji': '多', 'reading': 'た'}, {'kanji': '少', 'reading': 'しょう'}, {'kanji': '多', 'reading': 'た'}, {'kanji': '分', 'reading': 'ぶん'}]","[{'kanji': '人口', 'reading': 'じんこう'}, {'kanji': '多', 'reading': 'おお'}, {'kanji': '国', 'reading': 'くに'}]","多는 ""똑같은 물건이 여러 개 쌓여있는 모습""을 그린 상형문자입니다. ""물건이 많이 쌓여있다"" -> ""많다""라는 의미입니다.",N5
61,安,편안 안,アン,"い, やす","[{'kanji': '安全', 'reading': 'あんぜん'}, {'kanji': '不', 'reading': 'ふ'}, {'kanji': '安', 'reading': 'あん'}]",[],"安 = 宀 + 女。 「宀」는 ""집""을 뜻하는 부수입니다(링크 참조). 女(""계집 녀"")는 ""여자""를 뜻하는 상용한자입니다. 安는 ""안락한 집(宀)안에 앉아있는 여자(女)"" -> ""편안하다""라는 뜻의 글자입니다.",N5
62,女,계집 녀,"ニョ, ニョウ, ジョ","おんな, め","[{'kanji': '男女', 'reading': 'だんじょ'}, {'kanji': '女', 'reading': 'じょ'}, {'kanji': '子', 'reading': 'し'}, {'kanji': '少', 'reading': 'しょう'}, {'kanji': '女', 'reading': 'じょ'}, {'kanji': '善男善女', 'reading': 'ぜんなんぜんにょ'}, {'kanji': '女', 'reading': 'にょう'}, {'kanji': '房', 'reading': 'ぼう'}]","[{'kanji': '女', 'reading': 'おんな'}, {'kanji': '女心', 'reading': 'おんなごころ'}, {'kanji': '女', 'reading': 'おんな'}, {'kanji': '女々', 'reading': 'めめ'}]","女는 ""앉아있는 여자의 옆모습""을 본따 그린 상형문자입니다.",N5
63,北,북녘 북,ホク,きた,"[{'kanji': '東北', 'reading': 'とうほく'}, {'kanji': '北', 'reading': 'ほく'}, {'kanji': '部', 'reading': 'ぶ'}]","[{'kanji': '北', 'reading': 'きた'}, {'kanji': '北風', 'reading': 'きたかぜ'}, {'kanji': '北側', 'reading': 'きたがわ'}]","北는 ""두 사람이 등을 맞대고 있는 모습""을 그린 상형문자입니다. ""등을 맞대다"" -> ""등 뒤"" -> ""북쪽""이라는 의미입니다.",N5
64,午,낮 오,ゴ,,"[{'kanji': '午', 'reading': 'ご'}, {'kanji': '前', 'reading': 'ぜん'}, {'kanji': '午後', 'reading': 'ごご'}, {'kanji': '正', 'reading': 'しょう'}, {'kanji': '午', 'reading': 'ご'}]",[],"午는 본래 ""절굿공이""를 그린 상형문자입니다. 그러나 이후 발음이 같다는 이유로 ""정오""라는 뜻으로 쓰이게 된 것입니다. 즉, 午의 모양과 의미 사이에는 아무런 관계도 없습니다.",N5
65,百,일백 백,ヒャク,,"[{'kanji': '百', 'reading': 'ひゃく'}, {'kanji': '円', 'reading': 'えん'}, {'kanji': '百', 'reading': 'ひゃっ'}, {'kanji': '貨', 'reading': 'か'}, {'kanji': '店', 'reading': 'てん'}, {'kanji': '二', 'reading': 'に'}, {'kanji': '百', 'reading': 'ひゃく'}, {'kanji': '八百屋', 'reading': 'やおや'}]",[],"百는 ""천장에 매달려있는 벌집""을 그린 상형문자입니다. ""벌집 하나에 벌이 100마리는 들어있다"" -> ""100""이라는 의미입니다.",N5
66,書,글 서,ショ,"く, か","[{'kanji': '読書', 'reading': 'どくしょ'}, {'kanji': '書店', 'reading': 'しょてん'}]",[],"書 = 聿 + 曰。 「聿」는 ""붓을 든 손""을 뜻하는 부수입니다(링크 참조). 「曰」는 ""말하다""라는 뜻의 부수입니다(링크 참조). 書는 ""붓을 들고(聿) 상대의 말(曰)을 받아적다"" -> ""글, 쓰다""라는 뜻의 글자입니다.",N5
67,先,먼저 선,セン,さき,"[{'kanji': '先生', 'reading': 'せんせい'}, {'kanji': '先月', 'reading': 'せんげつ'}, {'kanji': '先輩', 'reading': 'せんぱい'}]",[],"先 = 牛 + 儿。 「𠂒」는 ""소""를 뜻하는 글자입니다(링크 참조). 儿는「人」가 살짝 변형된 것으로, ""사람""을 뜻합니다. 先는 ""소(𠂒)를 앞세우고 걷는 사람(儿)"" -> ""앞, 먼저""라는 뜻의 글자입니다.",N5
68,名,이름 명,"メイ, ミョウ",な,"[{'kanji': '名人', 'reading': 'めいじん'}, {'kanji': '有名', 'reading': 'ゆうめい'}, {'kanji': '名', 'reading': 'めい'}, {'kanji': '誉', 'reading': 'よ'}, {'kanji': '本', 'reading': 'ほん'}, {'kanji': '名', 'reading': 'みょう'}, {'kanji': '異', 'reading': 'い'}, {'kanji': '名', 'reading': 'みょう'}]","[{'kanji': '名', 'reading': 'な'}, {'kanji': '前', 'reading': 'まえ'}, {'kanji': '名付', 'reading': 'なづ'}]","名 = 夕 + 口。 夕(""저녁 석"")은 ""저녁""을 뜻하는 상용한자입니다. 口(""입 구"")는 ""입""을 뜻하는 상용한자입니다. 먼 옛날에는 밤이 되면 불을 밝힐 수단이 없었습니다. 그래서 멀리 있는 사람을 구분하려면, 이름을 불러 확인할 수밖에 없었습니다. 名는 ""어두운 밤(夕)에 이름을 불러(口) 상대방을 구분하다"" -> ""이름""이라는 뜻의 글자입니다.",N5
69,川,내 천,セン,かわ,"[{'kanji': '山川', 'reading': 'さんせん'}, {'kanji': '河', 'reading': 'か'}, {'kanji': '川', 'reading': 'せん'}]","[{'kanji': '川', 'reading': 'かわ'}, {'kanji': '川', 'reading': 'かわ'}, {'kanji': '辺', 'reading': 'べ'}]","川는 ""강물이 흘러가는 모습""을 그린 상형문자입니다.",N5
70,千,일천 천,セン,ち,"[{'kanji': '千円', 'reading': 'せんえん'}, {'kanji': '千', 'reading': 'せん'}, {'kanji': '差', 'reading': 'さ'}, {'kanji': '万別', 'reading': 'ばんべつ'}]","[{'kanji': '千切', 'reading': 'ちぎ'}, {'kanji': '千', 'reading': 'ち'}, {'kanji': '草', 'reading': 'ぐさ'}]","千 = 人 + 一。 「人」는 ""사람""을 뜻합니다. 一는 여기서는 단순한 구분선으로 쓰인 것입니다. 고대 중국에서는 人에 선을 하나씩 추가하는 식으로 ""천 명"" 단위를 표기했다고 합니다. 선 하나면 1000명, 두개면 2000명과 같은 식입니다. 千는 그러한 전통으로부터 유래한 글자입니다.",N5
71,道,길 도,"トウ, ドウ",みち,"[{'kanji': '道', 'reading': 'どう'}, {'kanji': '路', 'reading': 'ろ'}, {'kanji': '水道', 'reading': 'すいどう'}, {'kanji': '道', 'reading': 'どう'}, {'kanji': '具', 'reading': 'ぐ'}, {'kanji': '神道', 'reading': 'しんとう'}]","[{'kanji': '道', 'reading': 'みち'}, {'kanji': '並', 'reading': 'なみ'}, {'kanji': '木', 'reading': 'き'}, {'kanji': '道', 'reading': 'みち'}, {'kanji': '近道', 'reading': 'ちかみち'}]","道 = ⻌ + 首。 「⻌」는 ""길""을 뜻하는 부수입니다(링크 참조). 「首」는 ""머리""를 뜻하는 부수입니다(링크 참조). 여기서는 ""머리"" -> ""우두머리""라는 뜻으로 쓰인 것입니다. 道는 ""무리를 이끌며 길(⻌)을 행진하는 우두머리(首)""라는 뜻입니다. ""길을 행진하다"" -> ""길, 도로""라는 의미입니다.",N5
72,水,물 수,スイ,みず,"[{'kanji': '水分', 'reading': 'すいぶん'}, {'kanji': '海水', 'reading': 'かいすい'}, {'kanji': '水曜', 'reading': 'すいよう'}, {'kanji': '日', 'reading': 'び'}]","[{'kanji': '水', 'reading': 'みず'}, {'kanji': '水色', 'reading': 'みずいろ'}, {'kanji': '水玉', 'reading': 'みずたま'}]","水는 ""물이 흘러가는 모습""을 그린 상형문자입니다.",N5
73,半,반 반,ハン,"なか, ば","[{'kanji': '半分', 'reading': 'はんぶん'}, {'kanji': '半', 'reading': 'はん'}, {'kanji': '時', 'reading': 'じ'}, {'kanji': '間', 'reading': 'かん'}, {'kanji': '半年', 'reading': 'はんねん'}]",[],"半는 ""무언가를 정확히 절반으로 자르는 모습""을 그린 상형문자입니다. ""절반으로 자르다"" -> ""절반""이라는 의미입니다.",N5
74,男,사내 남,"ナン, ダン",おとこ,"[{'kanji': '男性', 'reading': 'だんせい'}, {'kanji': '男', 'reading': 'だん'}, {'kanji': '子', 'reading': 'し'}, {'kanji': '男女', 'reading': 'だんじょ'}, {'kanji': '長', 'reading': 'ちょう'}, {'kanji': '男', 'reading': 'なん'}, {'kanji': '美', 'reading': 'び'}, {'kanji': '男', 'reading': 'なん'}]","[{'kanji': '男', 'reading': 'おとこ'}, {'kanji': '男', 'reading': 'おとこ'}]","男 = 田 + 力。 田(""밭 전"")은 ""밭""을 뜻하는 상용한자입니다. 力(""힘 력"")은 ""힘""을 뜻하는 상용한자입니다. 男는 ""밭(田)에서 힘(力)을 써서 농사를 짓는 사람"" -> ""남자""라는 뜻의 글자입니다.",N5
75,西,서녘 서,"セイ, サイ",にし,"[{'kanji': '西洋', 'reading': 'せいよう'}, {'kanji': '西暦', 'reading': 'せいれき'}, {'kanji': '関西', 'reading': 'かんさい'}, {'kanji': '東西', 'reading': 'とうざい'}]","[{'kanji': '西', 'reading': 'にし'}, {'kanji': '西', 'reading': 'にし'}, {'kanji': '日', 'reading': 'に'}, {'kanji': '本', 'reading': 'ほん'}]","西는 ""새의 둥지""를 본따 그린 상형문자입니다. ""해가 서쪽으로 지면 새가 둥지로 돌아간다"" -> ""서쪽""이라는 의미입니다.",N5
76,電,번개 전,デン,,"[{'kanji': '電', 'reading': 'でん'}, {'kanji': '気', 'reading': 'き'}, {'kanji': '発電', 'reading': 'はつでん'}, {'kanji': '雷電', 'reading': 'らいでん'}]",[],"電 = 雨 + 电。 雨(""비 우"")는 ""비""를 뜻하는 상용한자입니다. 「电」는 ""번개""를 뜻하는 글자입니다(링크 참조). 電는 ""비(雨)가 오고 번개(电)가 내리치다"" -> ""전기, 번개""라는 뜻의 글자입니다.",N5
77,口,입 구,"コウ, ク",くち,"[{'kanji': '人口', 'reading': 'じんこう'}, {'kanji': '火', 'reading': 'か'}, {'kanji': '口', 'reading': 'こう'}, {'kanji': '口実', 'reading': 'こうじつ'}, {'kanji': '口', 'reading': 'く'}, {'kanji': '調', 'reading': 'ちょう'}, {'kanji': '口', 'reading': 'く'}, {'kanji': '伝', 'reading': 'でん'}]","[{'kanji': '口', 'reading': 'くち'}, {'kanji': '非', 'reading': 'ひ'}, {'kanji': '常', 'reading': 'じょう'}, {'kanji': '口', 'reading': 'ぐち'}, {'kanji': '出', 'reading': 'で'}, {'kanji': '口', 'reading': 'ぐち'}, {'kanji': '入口', 'reading': 'いりぐち'}, {'kanji': '北口', 'reading': 'きたぐち'}]","口는 ""벌린 입""을 그린 상형문자입니다.",N5
78,少,적을 소,ショウ,"すく, すこ, し, ない","[{'kanji': '少', 'reading': 'しょう'}, {'kanji': '年', 'reading': 'ねん'}, {'kanji': '少', 'reading': 'しょう'}, {'kanji': '女', 'reading': 'じょ'}, {'kanji': '多', 'reading': 'た'}, {'kanji': '少', 'reading': 'しょう'}]",[],"少는 ""작은 물방울 네 개가 튀는 모습""을 그린 상형문자입니다(「小」와 유래가 같습니다). 고대 중국에서는 小、少 모두 ""작다""라는 뜻으로 쓰였다고 합니다. 그러나 시간이 지나며 少는 ""적다"", 小는 ""작다""로 뜻이 분리되어 쓰이게 된 것입니다.",N5
79,校,학교 교,コウ,,"[{'kanji': '学校', 'reading': 'がっこう'}, {'kanji': '校門', 'reading': 'こうもん'}, {'kanji': '校庭', 'reading': 'こうてい'}]",[],"校 = 木 + 交。 (의미부)木(""나무 목"")은 ""나무""를 뜻하는 상용한자입니다. (소리부 겸 의미부)交(コウ - ""사귈 교"")는 ""교차하다, 교제하다""라는 뜻의 상용한자입니다. 校는 ""나무(木) 밑에서 친구들과 교제하며(交) 많은 것을 배우다"" -> ""학교""라는 뜻의 글자입니다. (交는 소리부도 겸함)",N5
80,語,말씀 어,ゴ,"かた, る, らう","[{'kanji': '言', 'reading': 'げん'}, {'kanji': '語', 'reading': 'ご'}, {'kanji': '日', 'reading': 'に'}, {'kanji': '本', 'reading': 'ほん'}, {'kanji': '語', 'reading': 'ご'}, {'kanji': '外国', 'reading': 'がいこく'}, {'kanji': '語', 'reading': 'ご'}]",[],"語 = 言 + 五 + 口。 (의미부)「言」는 ""말하다""라는 뜻입니다. (의미부)「口」는 ""입""을 뜻합니다. (소리부)「五」(ゴ)는 여기서는 소리부의 역할만 하고 있습니다. 語는 ""입(口)으로 말하다(言)"" -> ""단어, 언어""라는 뜻의 글자입니다(五는 소리부).",N5
81,空,빌 공,クウ,"そら, く, あ, から, ける","[{'kanji': '空', 'reading': 'くう'}, {'kanji': '気', 'reading': 'き'}, {'kanji': '空間', 'reading': 'くうかん'}, {'kanji': '空想', 'reading': 'くうそう'}, {'kanji': '空港', 'reading': 'くうこう'}]",[],"空 = 穴 + 工。 (의미부)「穴」는 ""구멍""을 뜻하는 부수입니다(링크 참조). (소리부)工(コウ、ク - ""장인 공"")은 ""공작, 가공""을 뜻하는 상용한자입니다. 다만 여기서는 소리부(コウ・ク -> クウ)의 역할만 하고 있습니다. 空는 ""텅 빈 구멍(穴)"" -> ""비어있다""라는 뜻의 글자입니다(工는 소리부).",N5
